"Carrera","Ciclo","Nro_Curos","Dispositivo_principal","Nro_dispositivos_dia","Modelo_dispositivo_principal","Marca_disp_principal","Horas_uso_dispo_dia","Nro_carga_dia","Satisfaccion","tipo_de_uso","Bateria_dispo_pricipal","Eficiencia_energetica","Consumo_energia_dia"
"Bioingenieria",7,5,"Laptop",10,"A17","Asus",6,2,5,"Estudios, Entretenimiento, Otros",4240,2.83018867924528,8480
"Ingenieria Mecatrónica",9,4,"Laptop",2,"IdeaPad 5","Lenovo",6,2,4,"Estudios, Investigación, Entretenimiento",4990,2.40480961923848,9980
"Ingenieria Electrónica",5,6,"Laptop",2,"Laptop Hp Envy 360","HP",4,2,3,"Estudios, Entretenimiento",3685,2.17096336499322,7370
"Ingenieria Mecatrónica",3,4,"Laptop",2,"Nitro 5 intel corei 15","Acer",6,2,3,"Estudios, Investigación, Entretenimiento",3851,3.11607374707868,7702
"Ingenieria Civil",4,7,"Laptop",3,"Samsung GalaxyTab A7","Samsung",8,3,4,"Estudios, Investigación, Entretenimiento",5100,4.70588235294118,15300
"Ciencia de Datos",5,4,"Laptop",3,"MacBook Pro 13"" (M1, 2020)","Apple",5,1,5,"Estudios, Investigación, Entretenimiento",3981,1.25596583772921,3981
"Ciencia de Datos",5,5,"Laptop",2,"Iphone xr","Apple",6,4,1,"Estudios, Investigación, Entretenimiento",2942,8.15771583956492,11768
"Ciencias de la computación",6,4,"Celular",2,"MacBook Pro 13"" (Intel, 2019)","Apple",6,3,3,"Estudios",3859,4.66442083441306,11577
"Ciencias de la computación",3,5,"Celular",4,"Reno 7 CPH2363","OPPO",3,2,3,"Estudios, Investigación",4500,1.33333333333333,9000
"Ingenieria Ambiental",5,5,"Laptop",2,"HP core i5","HP",8,4,3,"Estudios, Investigación, Entretenimiento",3800,8.42105263157895,15200
"Ingenieria de la Energía",8,6,"Laptop",2,"MacBook Pro 13","Apple",10,3,3,"Estudios, Investigación, Entretenimiento",3981,7.53579502637528,11943
"Ingenieria Industrial",3,6,"Celular",3,"iPhone 12","Apple",8,3,3,"Investigación, Entretenimiento",2815,8.52575488454707,8445
"Ingenieria Civil",4,6,"Laptop",2,"HP Stream 14","HP",5,1,3,"Estudios, Investigación, Entretenimiento",2800,1.78571428571429,2800
"Ingenieria Civil",4,6,"Laptop",3,"HP Stream 14","HP",4,2,3,"Estudios",2800,2.85714285714286,5600
"Ingenieria Civil",4,5,"Laptop",2,"HP EliteBook 840 G7","HP",8,2,3,"Estudios, Entretenimiento",4300,3.72093023255814,8600
"Ingenieria Civil",3,6,"Celular",3,"Redmi note 11","Xiaomi",8,3,5,"Estudios, Investigación, Entretenimiento",5000,4.8,15000
"Ingenieria Civil",4,6,"Celular",2,"Iphone 13 Pro","Apple",2.5,3,4,"Estudios, Entretenimiento",3095,2.4232633279483,9285
"Ingenieria Ambiental",4,7,"Laptop",2,"HP Pavilion 15","HP",6,3,4,"Estudios, Investigación",4730,3.80549682875264,14190
"Ingenieria Ambiental",6,5,"Laptop",2,"HP Laptop 15-dw1xxx","HP",4,2,3,"Estudios, Investigación, Entretenimiento",4100,1.95121951219512,8200
"Ingenieria Ambiental",5,5,"Laptop",3,"HP Laptop 14-cf2xxx","HP",5,3,3,"Estudios, Entretenimiento",5614,2.67189169932312,16842
"Ingenieria Civil",4,6,"Tablet",4,"ThinkPad E16","Lenovo",5,3,3,"Estudios, Entretenimiento",5135.1,2.92107261786528,15405.3
"Ingenieria Civil",4,6,"Celular",3,"Samsung Galaxy s10","Samsung",6,2,4,"Estudios, Investigación, Entretenimiento",4200,2.85714285714286,8400
"Ingenieria Civil",8,7,"Laptop",3,"ASPIRE 5 CORE I5","Acer",8,4,5,"Estudios, Investigación, Entretenimiento, Otros",4000,8,16000
"Ciencias de la computación",9,3,"Laptop",3,"MacBook Pro 15"" (2017)","Apple",5,2,5,"Estudios, Investigación, Entretenimiento",4781,2.09161263334031,9562
"Bioingenieria",3,5,"Laptop",2,"INTEL CORE I5 12VA GEN","Asus",3.5,1,5,"Estudios, Investigación, Entretenimiento",3783.8,0.924996035731275,3783.8
"Bioingenieria",3,5,"Laptop",2,"Lenovo Yoga 9i","Lenovo",4,2,3,"Estudios, Investigación",4450,1.79775280898876,8900
"Ciencias de la computación",3,6,"Laptop",3,"IdeaPad3 14ITL6","Lenovo",2,1,4,"Estudios, Entretenimiento",4050,0.493827160493827,4050
"Ingenieria Electrónica",4,6,"Laptop",3,"HP Omen 15","HP",8,4,3,"Estudios, Investigación, Entretenimiento",4800,6.66666666666667,19200
"Ingenieria Ambiental",4,6,"Laptop",2,"Lenovo ThinkPad T450","Lenovo",4,2,5,"Estudios, Entretenimiento",5200,1.53846153846154,10400
"Ingenieria Mecánica",8,5,"Laptop",3,"iPhone 11","Apple",5,3,4,"Estudios",3110,4.82315112540193,9330
"Ingenieria Mecánica",7,4,"Laptop",2,"Galaxy A15","Samsung",3,1,4,"Estudios, Investigación, Entretenimiento",4900,0.612244897959184,4900
"Ingenieria Civil",8,6,"Laptop",2,"Asus vivobook 14","Asus",5,2,5,"Estudios, Entretenimiento",6306.3,1.58571587143016,12612.6
"Ingenieria Civil",8,7,"Laptop",2,"Omen Laptop 15-enn0x","HP",12,4,4,"Estudios, Investigación, Entretenimiento",3193.7,15.0295895043367,12774.8
"Ingenieria Civil",4,7,"Laptop",2,"Lenovo Legion 5 Pro","Lenovo",6,3,3,"Estudios",5800,3.10344827586207,17400
"Ingenieria Mecatrónica",4,6,"Celular",3,"Lenovo IdeaPad Gaming 3","Lenovo",8,2,3,"Estudios, Investigación, Entretenimiento",3100,5.16129032258065,6200
"Ingenieria Civil",4,4,"Laptop",2,"Tuf F15","Asus",3,3,3,"Estudios, Investigación, Entretenimiento",5135,1.75267770204479,15405
"Ingenieria Ambiental",4,6,"Celular",2,"A12","Samsung",6,1,5,"Estudios, Investigación, Entretenimiento",5000,1.2,5000
"Ingenieria Civil",4,5,"Laptop",2,"A22 5G","Samsung",5,2,4,"Estudios, Entretenimiento",4860.02,2.05760470121522,9720.04
"Ingenieria Civil",5,5,"Laptop",2,"HONOR 50","Honor",6,1,4,"Estudios, Investigación, Entretenimiento",4300,1.3953488372093,4300
"Ingenieria Civil",6,7,"Celular",3,"iPhone 13 pro","Apple",3,4,4,"Estudios, Investigación",4352,2.75735294117647,17408
"Ingenieria Civil",5,4,"Tablet",2,"iPhone 12 mini","Apple",6,2,1,"Estudios, Entretenimiento",2227,5.38841490794791,4454
"Ingenieria Civil",2,6,"Celular",3,"Iphone 11","Apple",4,1,4,"Estudios, Entretenimiento, Otros",3110,1.28617363344051,3110
"Ingenieria Civil",7,6,"Laptop",2,"Hp model 15-dw2033la","Motorola",5,3,1,"Estudios, Investigación",3416.67,4.39023961927842,10250.01
"Ingenieria Civil",4,7,"Celular",2,"HP EliteBook 840 G7","HP",5,2,4,"Estudios",4300,2.32558139534884,8600
"Bioingenieria",2,7,"Laptop",2,"HP ProBook 450 G7","HP",5,3,4,"Estudios, Investigación, Entretenimiento",3780,3.96825396825397,11340
"Ingenieria Industrial",4,7,"Laptop",2,"HP Pavilion x360 14","HP",5,3,4,"Estudios, Investigación",3710,4.04312668463612,11130
"Ingenieria Mecánica",3,6,"Laptop",2,"LILY-L33C C","Honor",4,2,4,"Estudios, Investigación, Entretenimiento",4500,1.77777777777778,9000
"Ingenieria Ambiental",4,6,"Laptop",2,"82VG00GWLM","Lenovo",8,4,4,"Estudios, Investigación, Entretenimiento",3500.3,9.14207353655401,14001.2
"Ingenieria Ambiental",4,7,"Laptop",2,"Hp Pavilion","HP",1.5,3,3,"Estudios, Investigación, Entretenimiento",4000,1.125,12000
"Ingenieria Electrónica",4,7,"Celular",3,"GALAXY A34 5G","Samsung",5,1,4,"Estudios, Entretenimiento",4905,1.01936799184506,4905
"Ingenieria Civil",5,4,"Laptop",3,"ASUS TUF GAMING F15","Samsung",4.5,1,4,"Estudios, Investigación, Entretenimiento",5135,0.876338851022395,5135
"Ingenieria Civil",4,5,"Laptop",3,"Lenovo Yoga Slim 7 Pro","Lenovo",7,2,5,"Estudios, Investigación",5800,2.41379310344828,11600
"Ingenieria Química",7,5,"Laptop",3,"HP Pavilion Gaming Laptop","HP",4.5,2,3,"Estudios",3010,2.99003322259136,6020
"Ingenieria Electrónica",6,6,"Laptop",3,"HP ProBook 450 G7","HP",10,3,4,"Estudios, Investigación, Entretenimiento",3780,7.93650793650794,11340
"Ingenieria Civil",4,7,"Laptop",3,"HP Pavilion 15","HP",7,2,5,"Estudios, Investigación, Entretenimiento",2800,5,5600
"Ingenieria Civil",4,7,"Laptop",3,"Victus 16-D0503LA","HP",6,3,3,"Estudios, Investigación, Entretenimiento",4850,3.71134020618557,14550
"Ingenieria Civil",4,5,"Laptop",2,"Lenovo IdeaPad 5","Lenovo",8,1,5,"Estudios, Investigación, Entretenimiento",4050,1.97530864197531,4050
"Ingenieria Industrial",6,6,"Celular",3,"Redmi note 13","Xiaomi",6,1,5,"Estudios",5000,1.2,5000
"Ingenieria Mecatrónica",4,6,"Laptop",5,"Lenovo ThinkPad X13 Yoga","Lenovo",5.3,1,4,"Estudios",3300,1.60606060606061,3300
"Ingenieria Civil",4,6,"Celular",2,"90 Lite","Honor",1,2,4,"Estudios, Investigación, Entretenimiento",4730,0.422832980972516,9460
"Ingenieria Civil",9,4,"Celular",4,"Redmi 9T","Xiaomi",6,4,5,"Estudios, Investigación, Entretenimiento",6000,4,24000
"Ingenieria Mecánica",8,5,"Laptop",2,"iPhone 11","Apple",6,1,4,"Estudios, Entretenimiento, Otros",3110,1.92926045016077,3110
"Ciencias de la computación",5,5,"Tablet",3,"Galaxy Tab8","Samsung",6,2,5,"Estudios, Investigación, Entretenimiento",3110,3.85852090032154,6220
"Ciencias de la computación",6,5,"Laptop",3,"Latitude 5410","DELL",5,3,3,"Estudios, Investigación, Entretenimiento",5000,3,15000
"Ingenieria Mecatrónica",8,4,"Celular",2,"Lenovo Ideapad 5","Lenovo",3.3,3,1,"Estudios, Entretenimiento",4050,2.44444444444444,12150
"Ingenieria Mecatrónica",6,5,"Laptop",2,"ASUS ROG Strix g 15","Xiaomi",4,2,2,"Entretenimiento",3783.8,2.11427665310006,7567.6
"Ingenieria Civil",5,6,"Laptop",2,"MacBook M1","Apple",5,2,5,"Estudios, Investigación",5152,1.94099378881988,10304
"Ingenieria Civil",1,7,"Celular",2,"iPhone 13","Apple",7,2,3,"Estudios, Investigación, Entretenimiento",4352,3.21691176470588,8704
"Ingenieria Civil",1,7,"Celular",3,"Redmi 9T","Xiaomi",4,2,4,"Estudios",6000,1.33333333333333,12000
"Ingenieria Civil",1,7,"Celular",3,"HP-RTX","Asus",4,2,4,"Estudios, Investigación, Entretenimiento",4000,2,8000
"Bioingenieria",1,7,"Laptop",2,"Motorola G20","Motorola",3,1,2,"Estudios, Investigación, Entretenimiento",5000,0.6,5000
"Ciencia de Datos",1,6,"Celular",3,"Samsumg Note10+","Samsung",4,2,3,"Estudios, Investigación, Entretenimiento",4300,1.86046511627907,8600
"Ingenieria Civil",1,8,"Smart TV",8,"Xs","Xiaomi",9,2,5,"Estudios, Investigación, Entretenimiento",5000,3.6,10000
"Ingenieria Civil",1,6,"Laptop",2,"iphone 11","Apple",5,2,2,"Estudios, Entretenimiento",3110,3.21543408360129,6220
"Ingenieria Civil",1,6,"Celular",1,"A12","Samsung",5,2,5,"Estudios, Investigación, Entretenimiento",5000,2,10000
"Ciencias de la computación",3,6,"Laptop",3,"Hp Victus 16","HP",5,3,3,"Estudios, Entretenimiento",4323,3.46981263011797,12969
"Ciencia de Datos",3,6,"Laptop",3,"Lenovo IdeaPad 5","Lenovo",4,2,4,"Estudios",4050,1.97530864197531,8100
"Ingenieria Industrial",3,7,"Celular",2,"iPhone 13 pro","Apple",4,2,4,"Estudios, Entretenimiento",4352,1.83823529411765,8704
"Ciencia de Datos",3,6,"Celular",4,"Iphone 11","Apple",8,3,3,"Estudios, Investigación, Entretenimiento",3110,7.71704180064309,9330
"Ingenieria Mecatrónica",1,6,"Laptop",3,"ASUS TUF GAMING F15","Asus",5,1,4,"Estudios, Investigación, Entretenimiento",5675,0.881057268722467,5675
"Ingenieria Mecánica",6,5,"Celular",2,"iPhone 11","Apple",4,2,5,"Estudios, Investigación",3110,2.57234726688103,6220
"Ciencias de la computación",1,6,"Laptop",2,"Lenovo Ideapad 4","Lenovo",2.5,2,3,"Estudios",2600,1.92307692307692,5200
"Ingenieria Civil",9,5,"Laptop",2,"Acer Aspire 3 A315-41","Acer",3.5,3,2,"Estudios, Investigación, Entretenimiento",4810,2.18295218295218,14430
"Ingenieria de la Energía",1,7,"Celular",3,"Iphone 13","Apple",8,3,5,"Estudios, Investigación, Entretenimiento",4352,5.51470588235294,13056
"Ingenieria Mecánica",1,5,"Celular",2,"iPhone 13","Apple",8,2,5,"Estudios, Otros",4352,3.67647058823529,8704
"Ingenieria Mecatrónica",1,7,"Celular",3,"Redmi note 11","Xiaomi",8,2,5,"Estudios, Investigación, Entretenimiento",5000,3.2,10000
"Ingenieria de la Energía",8,5,"Laptop",3,"Laptop HP PAVILLION 14","HP",7,3,3,"Estudios, Investigación, Entretenimiento",3630,5.78512396694215,10890
"Ingenieria de la Energía",6,5,"Laptop",3,"Hp Victus 16","Xiaomi",5,3,4,"Estudios, Investigación, Entretenimiento, Otros",4323,3.46981263011797,12969
"Ingenieria Mecánica",7,5,"Laptop",2,"Asus Tuf Gaming A15","Asus",5,2,3,"Estudios, Investigación, Entretenimiento",5675,1.76211453744493,11350
"Ingenieria Mecánica",6,5,"Laptop",3,"Hp Victus 15","HP",5,3,4,"Estudios",4323,3.46981263011797,12969
"Ingenieria Mecatrónica",8,8,"Laptop",3,"Hp Victus 15","HP",5,3,5,"Estudios, Investigación, Entretenimiento",4323,3.46981263011797,12969
"Ingenieria Civil",4,5,"Laptop",2,"82AU","Samsung",8,3,4,"Estudios, Investigación",7201,3.33287043466185,21603
"Ingenieria Civil",4,6,"Laptop",3,"Victus by HP Laptop 16-d0xxx","HP",10,3,4,"Estudios",3240,9.25925925925926,9720
"Ingenieria de la Energía",2,6,"Celular",2,"X8a","Honor",2,1,4,"Estudios, Entretenimiento",4500,0.444444444444444,4500
"Ciencia de Datos",4,6,"Laptop",2,"Aspire A315-55G","Acer",10,3,3,"Estudios, Investigación, Entretenimiento",3240,9.25925925925926,9720
"Ciencia de Datos",3,5,"Celular",2,"iPhone 15 pro","Apple",5,1,3,"Estudios, Entretenimiento",3274,1.5271838729383,3274
"Ciencias de la computación",3,4,"Celular",2,"Galaxy A30s","Samsung",4,5,3,"Estudios, Entretenimiento",4000,5,20000
"Ciencias de la computación",3,5,"Laptop",4,"ROG Zephyrus G14 GA402RJ_GA402RJ","Asus",8,3,4,"Estudios, Entretenimiento",6841,3.50825902645812,20523
"Ciencias de la computación",5,4,"Laptop",2,"ZenBook UX325UA_UM325UA","Asus",10,2,3,"Estudios, Investigación",6031,3.31619963521804,12062
"Ciencias de la computación",3,6,"Laptop",3,"ASUS TUF Dash F15 FX517ZC_FX517ZC","Asus",12,2,3,"Estudios, Investigación, Entretenimiento",6841,3.50825902645812,13682
"Bioingenieria",2,8,"Laptop",3,"Lenovo gamin","Lenovo",7,4,4,"Estudios",4050,6.91358024691358,16200
"Ciencias de la computación",2,5,"Laptop",2,"Asus Ux360","Asus",7,7,1,"Estudios",6841,7.162695512352,47887
"Ingenieria Civil",4,7,"Laptop",2,"ASUS TUF Gaming F15 FX506LHB_FX506LHB","Asus",6,3,4,"Estudios",4320,4.16666666666667,12960
"Ciencias de la computación",3,5,"Laptop",3,"HP Laptop 15-dy5xxx","HP",2,2,1,"Estudios, Entretenimiento",3690,1.0840108401084,7380
"Bioingenieria",3,6,"Celular",2,"Galaxy S20 FE 5G","Samsung",8,2,3,"Estudios, Investigación, Entretenimiento, Otros",4500,3.55555555555556,9000
"Ingenieria Civil",4,6,"Laptop",4,"Acer aspire A315","Acer",8,2,4,"Estudios, Entretenimiento, Otros",5851,2.73457528627585,11702
"Bioingenieria",5,6,"Celular",3,"Iphone 8 Plus","Apple",2,2,3,"Estudios, Investigación, Entretenimiento",2691,1.48643626904496,5382
"Ciencias de la computación",3,3,"Laptop",2,"Dell Latitude 5300 2-in-1","DELL",6,2,4,"Estudios, Investigación, Entretenimiento, Otros",3780,3.17460317460317,7560
"Ciencias de la computación",3,5,"Celular",3,"iPhone 11","Apple",4,2,3,"Estudios, Entretenimiento",3110,2.57234726688103,6220
"Ciencia de Datos",3,5,"Laptop",2,"Vivobook_ASUSLaptop N7600ZE","Asus",10,3,5,"Estudios, Investigación, Entretenimiento",3780,7.93650793650794,11340
"Ingenieria Civil",4,7,"Tablet",2,"Galaxy Tab s7 FE","Samsung",5,1,4,"Estudios, Entretenimiento",10090,0.495540138751239,10090
"Ciencia de Datos",3,6,"Laptop",3,"Lenovo ThinkPad","Lenovo",4,2,4,"Estudios",8520,0.938967136150235,17040
"Ciencia de Datos",3,6,"Laptop",2,"Macbook Pro M2 Pro","Apple",6,1,5,"Estudios, Entretenimiento",5239,1.14525672838328,5239
"Ciencias de la computación",3,4,"Celular",2,"POCO X3 Pro","POCO",8,2,4,"Estudios, Investigación, Entretenimiento",5160,3.10077519379845,10320
"Ingenieria Civil",4,6,"Laptop",3,"HP Laptop 15-dw2xxx","HP",8,3,3,"Estudios",3690,6.50406504065041,11070
"Ingenieria Civil",4,7,"Laptop",3,"Nitro AN515-57","Acer",3,2,4,"Estudios, Entretenimiento, Otros",5176,1.15919629057187,10352
"Ingenieria Civil",4,6,"Laptop",3,"ASUS TUF Gaming A15","Asus",5,5,2,"Estudios, Investigación, Entretenimiento",4320,5.78703703703704,21600
"Ciencias de la computación",4,4,"Laptop",3,"MacBook Pro 13” chip M2 Pro 16GB de RAM","Apple",5,2,5,"Estudios, Investigación, Entretenimiento",5239,1.90876121397213,10478
"Ingenieria Civil",4,7,"Laptop",3,"82k2","Lenovo",6,3,4,"Estudios",3870,4.65116279069767,11610
"Ciencias de la computación",3,4,"Laptop",3,"HP Pavilion x360 Convertible 14-cd0xxx","HP",10,4,4,"Estudios, Investigación, Entretenimiento",3690,10.840108401084,14760
"Ingenieria Mecánica",6,5,"Celular",2,"81WE","Samsung",3,3,1,"Entretenimiento",4000,2.25,12000
"Ingenieria Civil",4,7,"Laptop",4,"Aspire A315-57G","Acer",6,3,4,"Estudios, Investigación, Entretenimiento",3240,5.55555555555556,9720
"Ciencia de Datos",3,5,"Laptop",2,"Galaxy S21 5G","Samsung",6,2,3,"Estudios, Entretenimiento",4000,3,8000
"Ingenieria Mecánica",4,5,"Laptop",3,"Acer nitro 5","Acer",4,3,2,"Estudios, Investigación, Entretenimiento",6301,1.90445960958578,18903
"Ciencias de la computación",4,6,"Laptop",2,"HP Laptop 15-ef2xxx","HP",7,4,4,"Estudios",3690,7.58807588075881,14760
"Ciencias de la computación",4,6,"Laptop",3,"HP Laptop 15-dy2xxx","HP",4,3,2,"Estudios, Investigación",3690,3.2520325203252,11070
"Ciencias de la computación",4,6,"Laptop",2,"HP Laptop 15-dy2xxx","HP",5,2,4,"Estudios, Entretenimiento",3690,2.710027100271,7380
"Ingenieria Industrial",6,7,"Laptop",2,"HP EliteBook","HP",7,3,3,"Estudios, Investigación, Entretenimiento",3690,5.69105691056911,11070
"Ciencias de la computación",4,6,"Laptop",2,"HP Pavilion Gaming Laptop 15-dk1xxx","HP",6.5,2,3,"Estudios, Investigación, Entretenimiento, Otros",3690,3.5230352303523,7380
"Ingenieria Civil",6,7,"Laptop",2,"HP 258 G8 Notebook PC","HP",12,3,4,"Estudios, Investigación",7471,4.81863204390309,22413
"Ciencias de la computación",3,5,"Laptop",3,"Laptop - 81LW","Lenovo",5,2,2,"Estudios, Investigación, Entretenimiento",3240,3.08641975308642,6480
"Ingenieria Civil",4,7,"Tablet",3,"SM-P613","Samsung",15,1,4,"Estudios, Investigación",7040,2.13068181818182,7040
"Ingenieria Civil",4,6,"Celular",3,"ideapad gaming 3 - LENOVO","Lenovo",6,2,4,"Estudios",4050,2.96296296296296,8100
"Ingenieria Civil",4,7,"Celular",2,"SM-A546E","Samsung",7,2,4,"Estudios, Entretenimiento",5000,2.8,10000
"Ingenieria Ambiental",3,5,"Tablet",5,"IPhone 13","Apple",4,2,4,"Estudios",3240,2.46913580246914,6480
"Ciencia de Datos",3,2,"Laptop",2,"KLVL-WXXW","Huawei",5,2,3,"Estudios, Entretenimiento",5041,1.98373338623289,10082
"Ciencia de Datos",3,6,"Laptop",4,"20RW","Lenovo",6,3,2,"Estudios, Investigación, Entretenimiento",4000,4.5,12000
"Ciencias de la computación",4,5,"Laptop",2,"82FG","Lenovo",4,2,4,"Estudios, Entretenimiento",5000,1.6,10000
"Ingenieria Ambiental",2,6,"Celular",3,"Honor 90","Honor",8,3,5,"Estudios, Investigación, Entretenimiento, Otros",5000,4.8,15000
"Ciencias de la computación",3,7,"Laptop",2,"HP Pavilion Laptop 15-eg0xxx","HP",6,3,4,"Estudios, Investigación",3690,4.8780487804878,11070
"Ingenieria Ambiental",4,5,"Laptop",3,"HP Laptop 15-dw1xxx","HP",6,3,3,"Estudios, Investigación",3690,4.8780487804878,11070
"Ciencia de Datos",3,6,"Laptop",2,"Thin GF63 12VE","MSI",8,3,4,"Estudios, Investigación, Entretenimiento",4716,5.08905852417303,14148
"Ingenieria Civil",4,6,"Laptop",3,"82LM","Lenovo",3,2,4,"Estudios",4005,1.49812734082397,8010
"Ciencias de la computación",3,6,"Celular",3,"Galaxy S23 Ultra","Samsung",6,1,5,"Estudios, Entretenimiento",5000,1.2,5000
"Ingenieria de la Energía",10,3,"Laptop",2,"Lenovo ThinkPad","Lenovo",2,2,4,"Estudios, Investigación, Entretenimiento",3780,1.05820105820106,7560
"Ingenieria Mecatrónica",3,5,"Celular",2,"Redmi 11","Xiaomi",5,1,3,"Estudios, Entretenimiento",4500,1.11111111111111,4500
"Ingenieria Industrial",4,6,"Laptop",3,"Vivobook_ASUSLaptop M3401QC_M3401QC","Asus",6,3,3,"Estudios, Investigación, Entretenimiento",3780,4.76190476190476,11340
"Ciencia de Datos",3,5,"Laptop",2,"HP Laptop 15-dy1xxx","HP",10,4,2,"Estudios, Investigación, Entretenimiento",3690,10.840108401084,14760
"Ingenieria Industrial",3,5,"Celular",2,"Motorola g(9) plus","MOTOROLA",6,2,5,"Estudios, Entretenimiento",8400,1.42857142857143,16800
"Ingenieria Civil",4,7,"Laptop",3,"Victus By Laptop HP 16","HP",6,5,4,"Estudios",4050,7.40740740740741,20250
"Ingenieria Civil",4,6,"Laptop",2,"Victus By Laptop HP 16","HP",5,2,4,"Estudios, Investigación, Entretenimiento",4140,2.41545893719807,8280
"Bioingenieria",6,7,"Tablet",3,"iPad Pro 10.5 inch","Apple",3,4,2,"Estudios, Investigación, Entretenimiento",8134,1.47528891074502,32536
"Ingenieria Civil",4,6,"Tablet",2,"GF63 Thin 10SC","HP",2,2,3,"Estudios",4716,0.848176420695505,9432
"Ingenieria Civil",4,6,"Tablet",3,"Samsung galaxy Tab S7 FE","Samsung",5,2,3,"Estudios",10090,0.991080277502478,20180
"Ingenieria Civil",4,6,"Tablet",3,"S7FE","Samsung",5,1,3,"Estudios, Investigación, Entretenimiento",10090,0.495540138751239,10090
"Ingenieria Civil",5,5,"Tablet",3,"ROG Atrix G16","Asus",4,3,4,"Estudios, Investigación, Entretenimiento",5761,2.08297170630099,17283
"Ciencias de la computación",2,7,"Laptop",2,"ASUS TUF DASH F15","Asus",8,4,3,"Estudios",6841,4.67767870194416,27364
"Ciencias de la computación",2,7,"Laptop",3,"Lenovo IdeaPad3","Lenovo",4,5,4,"Estudios",4050,4.93827160493827,20250
"Ingenieria Civil",4,6,"Laptop",3,"Acer63637","Acer",12,2,4,"Estudios, Investigación, Entretenimiento",6301,3.80891921917156,12602
"Ingenieria Civil",4,7,"Celular",3,"Xiaomi note 10","Xiaomi",1,3,1,"Estudios",5260,0.570342205323194,15780
"Ingenieria Civil",4,6,"Tablet",3,"Galaxy S7 plus","Samsung",5,3,4,"Estudios",10090,1.48662041625372,30270
"Ciencias de la computación",5,6,"Laptop",3,"HP Pavilion gaming laptop 15","HP",6,5,3,"Estudios",3690,8.13008130081301,18450
"Ingenieria Civil",4,5,"Laptop",3,"Laptop HP 15-ef2xxx","HP",5,1,4,"Estudios, Entretenimiento",3690,1.3550135501355,3690
"Ingenieria Mecatrónica",5,6,"Laptop",2,"Laptop HP 14","HP",6,2,3,"Estudios, Entretenimiento",3690,3.2520325203252,7380
"Ingenieria Mecánica",1,6,"Laptop",6,"Laptop HP 16","HP",1,2,5,"Investigación",3690,0.5420054200542,7380
"Ciencias de la computación",2,5,"Laptop",4,"Asus tuf dash f15","Asus",8,2,4,"Estudios, Investigación, Entretenimiento",6841,2.33883935097208,13682
"Ingenieria Civil",6,6,"Tablet",3,"Tab S6 lite","Samsung",7,1,4,"Estudios",7040,0.994318181818182,7040
"Ingenieria Civil",6,6,"Laptop",2,"Nitro AN515-44","Acer",3,10,3,"Estudios, Investigación, Entretenimiento",5176,5.79598145285935,51760
"Ingenieria Química",3,5,"Laptop",2,"IdeaPad 5 14ITL05","Lenovo",9,3,5,"Estudios, Investigación, Entretenimiento",5086,5.30869052300433,15258
"Ciencias de la computación",3,5,"Laptop",2,"G5 5500","DELL",5,4,3,"Estudios",3870,5.16795865633075,15480
"Ciencias de la computación",4,6,"Laptop",2,"VivoBook_ASUSLaptop X513EA_K513EA","Asus",10,3,4,"Estudios, Entretenimiento",3780,7.93650793650794,11340
"Ingenieria Civil",3,6,"Laptop",2,"Cyborg 15 A13E","MSI",5,3,4,"Estudios, Investigación, Entretenimiento",4815,3.11526479750779,14445
"Ciencias de la computación",5,5,"Celular",2,"iPhone 15 pro","Apple",4,1,5,"Estudios, Entretenimiento",3274,1.22174709835064,3274
"Ciencias de la computación",6,5,"Laptop",2,"Lenovo ideapad 330","Lenovo",12,8,1,"Estudios, Investigación, Entretenimiento, Otros",4050,23.7037037037037,32400
"Ingenieria Mecatrónica",4,6,"Laptop",2,"Nitro AN515-55","Acer",8,2,4,"Estudios, Entretenimiento",5176,3.09119010819165,10352
"Ingenieria Mecatrónica",7,4,"Celular",2,"POCO X5G","POCO",4,2,1,"Estudios, Entretenimiento",5000,1.6,10000
"Ciencias de la computación",6,8,"Laptop",2,"VivoBook_ASUSLaptop X512DA_X512DA","Asus",3,3,3,"Estudios, Entretenimiento",3780,2.38095238095238,11340
"Ingenieria Electrónica",3,6,"Celular",3,"Galaxy A33","Samsung",6,2,3,"Estudios, Investigación, Entretenimiento",4000,3,8000
"Ingenieria Electrónica",3,6,"Laptop",3,"Nitro 5","Acer",7,3,4,"Estudios, Entretenimiento",5176,4.05718701700155,15528
"Ingenieria Química",5,5,"Tablet",4,"Galaxy Tab 7 fe","Samsung",10,2,5,"Estudios, Entretenimiento",10090,1.98216055500496,20180
"Ciencias de la computación",3,6,"Celular",3,"Iphone 13","Apple",4,1,4,"Estudios, Investigación, Entretenimiento, Otros",3227,1.23954136969321,3227
"Ingenieria Mecatrónica",3,6,"Celular",2,"Samsung Galaxy S21+","Samsung",4,1,3,"Estudios, Investigación, Entretenimiento",5000,0.8,5000
"Ingenieria Electrónica",4,5,"Celular",2,"Asus 515SX","Asus",4,2,4,"Estudios, Investigación, Entretenimiento",2880,2.77777777777778,5760
"Ingenieria Civil",6,7,"Laptop",1,"HP Pavilion Gaming Laptop 15-dk1xxx","HP",5,3,5,"Estudios",3690,4.0650406504065,11070
"Ciencia de Datos",3,5,"Celular",3,"iPhone 12","Apple",6,1,4,"Estudios, Entretenimiento",2815,2.13143872113677,2815
